MovieID,Title,Genres,Directors,Cast,Runtimes,Production_companies
3451,Guess Who's Coming to Dinner (1967),Comedy|Drama,Stanley Kramer,"Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton, Cecil Kellaway",108,"Columbia Pictures, Stanley Kramer Productions"
3452,Romeo Must Die (2000),Action|Romance,Andrzej Bartkowiak,"Jet Li, Aaliyah, Isaiah Washington, Russell Wong, Delroy Lindo",115,"Warner Bros., Silver Pictures"
3453,Here on Earth (2000),Drama|Romance,Mark Piznarski,"Chris Klein, Leelee Sobieski, Josh Hartnett, Michael Rooker, Annie Corley",96,"Fox 2000 Pictures, Friendly Productions"
3454,Whatever It Takes (2000),Comedy|Romance,David Raynr,"Jodi Lyn O'Keefe, Shane West, Marla Sokoloff, Manu Intiraymi, Aaron Paul",94,"Columbia Pictures, Phoenix Pictures, I'll Be You Productions"
3455,Buddy Boy (1999),Drama|Thriller,Mark Hanlon,"Aidan Gillen, Emmanuelle Seigner, Susan Tyrrell, Mark Boone Junior, Harry Groener",105,"Independent Pictures, Woods Entertainment"
3456,"Color of Paradise, The (Rang-e Khoda) (1999)",Drama,Majid Majidi,"Hossein Mahjoub, Mohsen Ramezani, Salameh Feyzi, Farahnaz Safari, Elham Sharifi",90,Varahonar Company
3458,Blood and Sand (Sangre y Arena) (1989),Drama|Romance,Javier Elorrieta,"Christopher Rydell, Sharon Stone, Ana Torrent, Guillermo Montesinos, Albert Vidal",113,"José Frade Producciones Cinematográficas S.A., Twentieth Century Fox"
3459,Gothic (1986),Drama|Horror,Ken Russell,"Gabriel Byrne, Julian Sands, Natasha Richardson, Myriam Cyr, Timothy Spall",87,Virgin Vision
3460,Hillbillys in a Haunted House (1967),Comedy,Jean Yarbrough,"Ferlin Husky, Joi Lansing, Don Bowman, John Carradine, Lon Chaney Jr.",86,Woolner Brothers Pictures Inc.
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,Peter Brook,"James Aubrey, Tom Chapin, Hugh Edwards, Roger Elwin, Tom Gaman",92,Two Arts Ltd.
3462,Modern Times (1936),Comedy,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin",87,Charles Chaplin Productions
3463,Last Resort (1994),Comedy,Rafal Zielinski,"Corey Feldman, Corey Haim, Maureen Flannigan, Demetra Hampton, Robert Mandan",90,"Amritraj Productions, National Lampoon, Rose & Ruby Productions"
3464,Solar Crisis (1993),Sci-Fi|Thriller,"Richard C. Sarafian, Alan Smithee, Arthur Marks","Tim Matheson, Charlton Heston, Peter Boyle, Annabel Schofield, Corin Nemec",112,"Asahi Breweries, Gakken Co. Ltd., Japan America Picture Company, Lotte Company, Mitsui Company Ltd., NHK, Nippon Steel, Nissho Iwai Corporation, Toppan Printing, Yamaichi Securities Ltd."
3465,That's Life! (1986),Drama,Blake Edwards,"Jack Lemmon, Julie Andrews, Sally Kellerman, Robert Loggia, Jennifer Edwards",102,"Blake Edwards, Delphi V Productions, Paradise Cove Productions, Ubilam Productions"
3466,Heart and Souls (1993),Comedy|Fantasy,Ron Underwood,"Robert Downey Jr., Charles Grodin, Alfre Woodard, Kyra Sedgwick, Tom Sizemore",104,"Universal Pictures, Alphaville Films, Stampede Entertainment"
3467,Hud (1963),Drama|Western,Martin Ritt,"Paul Newman, Melvyn Douglas, Patricia Neal, Brandon De Wilde, Whit Bissell",112,Salem-Dover Productions
3468,"Hustler, The (1961)",Drama,Robert Rossen,"Paul Newman, Jackie Gleason, Piper Laurie, George C. Scott, Myron McCormick",134,Rossen Films
3469,Inherit the Wind (1960),Drama,Stanley Kramer,"Spencer Tracy, Fredric March, Gene Kelly, Dick York, Donna Anderson",128,Stanley Kramer Productions
3470,Dersu Uzala (1974),Adventure|Drama,Akira Kurosawa,"Yuriy Solomin, Maksim Munzuk, Mikhail Bychkov, Vladimir Khrulyov, V. Lastochkin",142,"Atelier 41, Daiei Studios, Mosfilm, Trete Tvorcheskoe Obedinenie"
3471,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,Steven Spielberg,"Richard Dreyfuss, François Truffaut, Teri Garr, Melinda Dillon, Bob Balaban",138,"Julia Phillips and Michael Phillips Productions, EMI Films"
3472,Horror Hotel (a.k.a. The City of the Dead) (1960),Horror,John Llewellyn Moxey,"Dennis Lotis, Christopher Lee, Patricia Jessel, Tom Naylor, Betta St. John",78,Vulcan Films
3473,Jonah Who Will Be 25 in the Year 2000 (1976),Comedy,Alain Tanner,"Jean-Luc Bideau, Myriam Boyer, Jacques Denis, Roger Jendly, Dominique Labourier",110,"Action Films, Citel Films, Société Française de Production, Télévision Suisse-Romande"
3474,Retroactive (1997),Sci-Fi|Thriller,Louis Morneau,"Jim Belushi, Kylie Travis, Shannon Whirry, Frank Whaley, Jesse Borrego",91,"Orion Pictures, Cohiba Pictures"
3475,"Place in the Sun, A (1951)",Drama|Romance,George Stevens,"Montgomery Clift, Elizabeth Taylor, Shelley Winters, Anne Revere, Keefe Brasselle",122,Paramount Pictures
3476,Jacob's Ladder (1990),Horror|Mystery|Thriller,Adrian Lyne,"Tim Robbins, Elizabeth Peña, Danny Aiello, Matt Craven, Pruitt Taylor Vince",113,Carolco Pictures
3477,Empire Records (1995),Comedy|Drama,Allan Moyle,"Anthony LaPaglia, Maxwell Caulfield, Debi Mazar, Rory Cochrane, Johnny Whitworth",90,"Monarchy Enterprises B.V., New Regency Productions, Regency Entertainment, Warner Bros."
3478,"Bamba, La (1987)",Drama,Luis Valdez,"Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña, Danielle von Zerneck",108,"Columbia Pictures, New Visions"
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,Richard Donner,"Matthew Broderick, Rutger Hauer, Michelle Pfeiffer, Leo McKern, John Wood",121,"Twentieth Century Fox, Warner Bros."
3480,Lucas (1986),Drama,David Seltzer,"Corey Haim, Kerri Green, Charlie Sheen, Courtney Thorne-Smith, Winona Ryder",100,"Lawrence Gordon Productions, Twentieth Century Fox"
3481,High Fidelity (2000),Comedy,Stephen Frears,"John Cusack, Iben Hjejle, Todd Louiso, Jack Black, Lisa Bonet",113,"Touchstone Pictures, Working Title Films, Dogstar Films, New Crime Productions"
3482,Price of Glory (2000),Drama,Carlos Avila,"Jimmy Smits, Maria del Mar, Jon Seda, Clifton Collins Jr., Ernesto Hernández",118,"New Line Cinema, Esparza / Katz Productions, Arthur E. Friedman Productions"
3483,"Road to El Dorado, The (2000)",Animation|Children's,"Bibo Bergeron, Don Paul, Jeffrey Katzenberg","Kevin Kline, Kenneth Branagh, Rosie Perez, Armand Assante, Edward James Olmos",89,"Dreamworks Pictures, DreamWorks Animation"
3484,"Skulls, The (2000)",Thriller,Rob Cohen,"Joshua Jackson, Paul Walker, Hill Harper, Leslie Bibb, Christopher McDonald",106,"Universal Pictures, Original Film, Newmarket Capital Group, Cranium Films"
3485,Autopsy (Macchie Solari) (1975),Horror,Armando Crispino,"Mimsy Farmer, Barry Primus, Ray Lovelock, Carlo Cataneo, Angela Goodwin",100,Clodio Cinematografica
3486,Devil Girl From Mars (1954),Sci-Fi,David MacDonald,"Hugh McDermott, Hazel Court, Peter Reynolds, Adrienne Corri, Joseph Tomelty",77,Danziger Productions Ltd.
3487,"Dorado, El (1967)",Western,"Bibo Bergeron, Don Paul, Jeffrey Katzenberg","Kevin Kline, Kenneth Branagh, Rosie Perez, Armand Assante, Edward James Olmos",89,"Dreamworks Pictures, DreamWorks Animation"
3488,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi,"Robert Clarke, Tom Boutross","Robert Clarke, Patricia Manning, Nan Peterson, Patrick Whyte, Fred La Porta",74,Clarke-King Enterprises
3489,Hook (1991),Adventure|Fantasy,Steven Spielberg,"Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins, Maggie Smith",142,"TriStar Pictures, Amblin Entertainment, Allied Stars Ltd."
3490,Horror Express (1972),Horror,Eugenio Martín,"Christopher Lee, Peter Cushing, Alberto de Mendoza, Telly Savalas, Silvia Tortosa",91,"Granada Films, Benmar Productions, Scotia International"
3491,My Chauffeur (1986),Comedy,David Beaird,"Deborah Foreman, Sam J. Jones, Sean McClory, Howard Hesseman, E.G. Marshall",97,Marimark Productions
3492,"Son of the Sheik, The (1926)",Adventure,George Fitzmaurice,"Rudolph Valentino, Vilma Bánky, George Fawcett, Montagu Love, Karl Dane",68,Feature Productions
3493,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),Horror,Sergio Martino,"Suzy Kendall, Tina Aumont, Luc Merenda, John Richardson, Roberto Bisacco",89,Compagnia Cinematografica Champion
3494,True Grit (1969),Adventure|Western,Henry Hathaway,"John Wayne, Glen Campbell, Kim Darby, Jeremy Slate, Robert Duvall",128,"Wallis-Hazen, Polyphony Digital"
3495,Roadside Prophets (1992),Comedy|Drama,Abbe Wool,"John Doe, David Anthony Marshall, Judyth Thurman, Biff Yeager, Sonna Chavez",96,"New Line Cinema, Swinson-Starkey Productions"
3496,Madame Sousatzka (1988),Drama,John Schlesinger,"Shirley MacLaine, Peggy Ashcroft, Twiggy, Shabana Azmi, Leigh Lawson",122,Cineplex Odeon Films
3497,Max Dugan Returns (1983),Comedy,Herbert Ross,"Marsha Mason, Jason Robards, Donald Sutherland, Matthew Broderick, Dody Goodman",98,Twentieth Century Fox
3498,Midnight Express (1978),Drama,Alan Parker,"Brad Davis, Irene Miracle, Bo Hopkins, Paolo Bonacelli, Paul L. Smith",121,"Columbia Pictures, Casablanca Filmworks"
3499,Misery (1990),Horror,Rob Reiner,"James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen, Lauren Bacall",107,"Castle Rock Entertainment, Nelson Entertainment, Nelson Entertainment"
3500,Mr. Saturday Night (1992),Comedy|Drama,Billy Crystal,"Billy Crystal, David Paymer, Julie Warner, Helen Hunt, Mary Mara",119,"Castle Rock Entertainment, Face Productions, New Line Cinema"
3501,Murphy's Romance (1985),Comedy|Romance,Martin Ritt,"Sally Field, James Garner, Brian Kerwin, Corey Haim, Dennis Burkley",107,"Columbia Pictures, Delphi IV Productions, Fogwood Films"
3502,My Life (1993),Drama,Bruce Joel Rubin,"Michael Keaton, Nicole Kidman, Bradley Whitford, Queen Latifah, Michael Constantine",117,"Capella Films, Columbia Pictures, Zucker Brothers Productions"
3503,Solaris (Solyaris) (1972),Drama|Sci-Fi,Andrei Tarkovsky,"Natalya Bondarchuk, Donatas Banionis, Jüri Järvet, Vladislav Dvorzhetskiy, Nikolay Grinko",167,"Mosfilm, Chetvyortoe Tvorcheskoe Obedinenie"
3505,No Way Out (1987),Thriller,Roger Donaldson,"Kevin Costner, Gene Hackman, Sean Young, Will Patton, Howard Duff",114,Orion Pictures
3506,North Dallas Forty (1979),Comedy|Drama,Ted Kotcheff,"Nick Nolte, Mac Davis, Charles Durning, Dayle Haddon, Bo Svenson",119,"Frank Yablans Presentations, Paramount Pictures, Regina Associates"
3507,"Odd Couple, The (1968)",Comedy,Gene Saks,"Jack Lemmon, Walter Matthau, John Fiedler, Herb Edelman, David Sheiner",105,Paramount Pictures
3508,"Outlaw Josey Wales, The (1976)",Western,Clint Eastwood,"Clint Eastwood, Chief Dan George, Sondra Locke, Bill McKinney, John Vernon",135,"Warner Bros., The Malpaso Company"
3509,Black and White (1999),Drama,James Toback,"Scott Caan, Robert Downey Jr., Stacy Edwards, Allan Houston, Gaby Hoffmann",98,"Bigel / Mailer Films, Palm Pictures"
3510,Frequency (2000),Drama|Thriller,Gregory Hoblit,"Dennis Quaid, Jim Caviezel, Shawn Doyle, Elizabeth Mitchell, Andre Braugher",118,New Line Cinema
3511,Ready to Rumble (2000),Comedy,Brian Robbins,"David Arquette, Oliver Platt, Scott Caan, Bill Goldberg, Rose McGowan",107,"Bel Air Entertainment, Outlaw Productions, Tollin/Robbins Productions"
3512,Return to Me (2000),Drama|Romance,Bonnie Hunt,"David Duchovny, Minnie Driver, Carroll O'Connor, Robert Loggia, Bonnie Hunt",115,"Metro-Goldwyn-Mayer (MGM), JLT Productions"
3513,Rules of Engagement (2000),Drama|Thriller,William Friedkin,"Tommy Lee Jones, Samuel L. Jackson, Guy Pearce, Ben Kingsley, Bruce Greenwood",128,"Seven Arts Productions, Paramount Pictures, Munich Film Partners & Company (MFP) ROE Production"
3514,Joe Gould's Secret (2000),Drama,Stanley Tucci,"Ian Holm, Stanley Tucci, Hope Davis, Sarah Hyland, Hallee Hirsh",104,"Bohemian Productions, First Cold Press Productions, October Films, Weinstock Productions"
3515,Me Myself I (2000),Comedy,"Bobby Farrelly, Peter Farrelly","Jim Carrey, Renée Zellweger, Anthony Anderson, Mongo Brownlee, Jerod Mixon",116,"Twentieth Century Fox, Conundrum Entertainment"
3516,"Bell, Book and Candle (1958)",Comedy|Romance,Richard Quine,"James Stewart, Kim Novak, Jack Lemmon, Ernie Kovacs, Hermione Gingold",106,"Columbia Pictures Corporation, Phoenix Productions"
3517,"Bells, The (1926)",Crime|Drama,James Young,"Lionel Barrymore, Caroline Frances Cooke, Gustav von Seyffertitz, Lorimer Johnston, Eddie Phillips",68,Chadwick Pictures Corporation
3518,"End of Violence, The (1997)",Drama|Thriller,Wim Wenders,"Traci Lind, Rosalind Chao, Bill Pullman, Andie MacDowell, K. Todd Freeman",122,"CiBy 2000, Kintop Pictures, Road Movies Filmproduktion, Wim Wenders Stiftung"
3519,Force 10 from Navarone (1978),Action|War,Guy Hamilton,"Robert Shaw, Harrison Ford, Barbara Bach, Edward Fox, Franco Nero",118,"Columbia Pictures, Navarone Productions, American International Pictures (AIP), Mondo Film 78, Open Road, TBC"
3520,How to Stuff a Wild Bikini (1965),Comedy,William Asher,"Annette Funicello, Dwayne Hickman, Brian Donlevy, Harvey Lembeck, Beverly Adams",93,Alta Vista Productions
3521,Mystery Train (1989),Comedy|Crime|Drama,Jim Jarmusch,"Masatoshi Nagase, Yûki Kudô, Screamin' Jay Hawkins, Cinqué Lee, Rufus Thomas",110,"JVC Entertainment Networks, Mystery Train"
3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,Giuliano Montaldo,"Gian Maria Volontè, Riccardo Cucciolla, Cyril Cusack, Rosanna Fratello, Geoffrey Keen",125,"Jolly Film, Unidis, Theatre Le Rex S.A."
3523,Taffin (1988),Action|Thriller,Francis Megahy,"Pierce Brosnan, Ray McAnally, Alison Doody, Jeremy Child, Dearbhla Molloy",96,"United British Artists, Metro-Goldwyn-Mayer, Rafford Films, Clovermont, Taffin Films"
3524,Arthur (1981),Comedy|Romance,Steve Gordon,"Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald, Jill Eikenberry",97,"Orion Pictures, Jack Rollins & Charles H. Joffe Productions"
3525,Bachelor Party (1984),Comedy,Neal Israel,"Tom Hanks, Tawny Kitaen, Adrian Zmed, George Grizzard, Barbara Stuart",105,"Bachelor Party Productions, Aspect Ratio Productions, Twin Continental Productions"
3526,Parenthood (1989),Comedy|Drama,Ron Howard,"Steve Martin, Mary Steenburgen, Dianne Wiest, Jason Robards, Rick Moranis",124,"Imagine Entertainment, Universal Pictures"
3527,Predator (1987),Action|Sci-Fi|Thriller,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Elpidia Carrillo, Bill Duke, Jesse Ventura",107,"Twentieth Century Fox, Lawrence Gordon Productions, Silver Pictures, Davis Entertainment, Amercent Films, American Entertainment Partners L.P., Estudios Churubusco Azteca S.A."
3528,"Prince of Tides, The (1991)",Drama|Romance,Barbra Streisand,"Nick Nolte, Barbra Streisand, Blythe Danner, Kate Nelligan, Jeroen Krabbé",132,"Columbia Pictures, Barwood Films, Longfellow Pictures"
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,Bob Rafelson,"Jack Nicholson, Jessica Lange, John Colicos, Michael Lerner, John P. Ryan",122,"CIP Filmproduktion GmbH, Lorimar Film Entertainment, Northstar International"
3530,Smoking/No Smoking (1993),Comedy,Alain Resnais,"Sabine Azéma, Pierre Arditi, Peter Hudson",298,"Arena Films, Caméra One, France 2 Cinéma, Alia Film, Cecchi Gori Group Tiger Cinematografica, Vega Film, Canal+, Centre national du cinéma et de l'image animée (CNC), Société des Producteurs de Cinéma et de Télévision (Procirep), Eurimages"
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,Jon Jost,"Emmanuelle Chaulet, Katie Garner, Grace Phillips, Laurel Lee Kiefer, Gracie Mansion",87,"American Playhouse, Complex Corporation"
3532,Freedom for Us (À nous la liberté ) (1931),Comedy,René Clair,"Henri Marchand, Raymond Cordy, Rolla France, Paul Ollivier, Jacques Shelly",83,Films Sonores Tobis
3533,"Actor's Revenge, An (Yukinojo Henge) (1963)",Drama,Kon Ichikawa,"Kazuo Hasegawa, Fujiko Yamamoto, Ayako Wakao, Eiji Funakoshi, Narutoshi Hayashi",115,Daiei Studios
3534,28 Days (2000),Comedy,Betty Thomas,"Sandra Bullock, Viggo Mortensen, Dominic West, Elizabeth Perkins, Azura Skye",103,"Columbia Pictures, Tall Trees Productions"
3535,American Psycho (2000),Comedy|Horror|Thriller,Mary Harron,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage, Chloë Sevigny",102,"Am Psycho Productions, Lionsgate Films, Muse Productions, P.P.S. Films, Pressman Film, Quadra Entertainment, Universal Pictures"
3536,Keeping the Faith (2000),Comedy|Romance,Edward Norton,"Ben Stiller, Edward Norton, Jenna Elfman, Anne Bancroft, Eli Wallach",128,"Touchstone Pictures, Spyglass Entertainment, Triple Threat Talent"
3537,Where the Money Is (2000),Comedy|Drama,Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak",89,"Gramercy Pictures, IMF Internationale Medien und Film GmbH & Co. Produktions KG, Intermedia Films, Mel's Cite du Cinema, Pacifica Film, Polygram Filmed Entertainment, Scott Free Productions"
3538,East is East (1999),Comedy,Damien O'Donnell,"Om Puri, Linda Bassett, Jordan Routledge, Archie Panjabi, Emil Marwa",96,"FilmFour, British Broadcasting Corporation (BBC), Assassin Films"
3539,"Filth and the Fury, The (2000)",Documentary,Julien Temple,"Paul Cook, Steve Jones, John Lydon, Glen Matlock, Sid Vicious",108,"FilmFour, Jersey Shore, Nitrate Films, Panacea Entertainment, The Sex Pistols Residuals"
3540,Passion of Mind (1999),Romance|Thriller,Alain Berliner,"Eloise Eonnet, Hadrian Dagannaud-Brouard, Chaya Cuénot, Demi Moore, Julianne Nicholson",105,"Lakeshore Entertainment, Ron Bass Productions"
3541,Third World Cop (1999),Action,Chris Browne,"Paul Campbell, Mark Danvers, Carl Bradshaw, Winston 'Bello' Bell, Audrey Reid",98,"Hawk's Nest Productions, Palm Pictures"
3542,Coming Apart (1969),Drama,Milton Moses Ginsberg,"Rip Torn, Sally Kirkland, Robert Blankshine, Darlene Cotton, Phoebe Dorin",110,Kaleidoscope Films
3543,Diner (1982),Comedy|Drama,Barry Levinson,"Steve Guttenberg, Daniel Stern, Mickey Rourke, Kevin Bacon, Tim Daly",110,"Metro-Goldwyn-Mayer, SLM Production Group"
3544,Shakes the Clown (1991),Comedy,Bobcat Goldthwait,"Bobcat Goldthwait, Julie Brown, Bruce Baum, Steve Bean, Blake Clark",87,IRS Media
3545,Cabaret (1972),Musical|War,Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem, Joel Grey, Fritz Wepper",124,"Allied Artists Pictures, ABC Pictures, A Feuer and Martin Production, Bavaria Film"
3546,What Ever Happened to Baby Jane? (1962),Drama|Thriller,Robert Aldrich,"Bette Davis, Joan Crawford, Victor Buono, Wesley Addy, Julie Allred",134,The Associates & Aldrich Company
3547,Prick Up Your Ears (1987),Drama,Stephen Frears,"Gary Oldman, Alfred Molina, Vanessa Redgrave, Wallace Shawn, Lindsay Duncan",105,"Zenith Entertainment, Civilhand, British Screen Productions, Film Four International"
3548,Auntie Mame (1958),Comedy|Drama,Morton DaCosta,"Rosalind Russell, Forrest Tucker, Coral Browne, Fred Clark, Roger Smith",143,Warner Bros.
3549,Guys and Dolls (1955),Musical,Joseph L. Mankiewicz,"Marlon Brando, Jean Simmons, Frank Sinatra, Vivian Blaine, Robert Keith",150,Samuel Goldwyn Productions
3550,"Hunger, The (1983)",Horror,Tony Scott,"Catherine Deneuve, David Bowie, Susan Sarandon, Cliff De Young, Beth Ehlers",97,Peerford
3551,Marathon Man (1976),Thriller,John Schlesinger,"Dustin Hoffman, Laurence Olivier, Roy Scheider, William Devane, Marthe Keller",125,Robert Evans Company
3552,Caddyshack (1980),Comedy,Harold Ramis,"Chevy Chase, Rodney Dangerfield, Ted Knight, Michael O'Keefe, Bill Murray",98,Orion Pictures
3553,Gossip (2000),Drama|Thriller,Davis Guggenheim,"James Marsden, Lena Headey, Norman Reedus, Kate Hudson, Eric Bogosian",90,"NPV Entertainment, Outlaw Productions, Village Roadshow Pictures, Warner Bros."
3554,Love and Basketball (2000),Drama|Romance,Gina Prince-Bythewood,"Glenndon Chatman, Jess Willard, Chris Warren, Kyla Pratt, Alfre Woodard",124,40 Acres & A Mule Filmworks
3555,U-571 (2000),Action|Thriller,Jonathan Mostow,"Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi, David Keith",116,"Universal Pictures, Canal Plus Image International, Dino De Laurentiis Company"
3556,"Virgin Suicides, The (1999)",Comedy|Drama,Sofia Coppola,"James Woods, Kathleen Turner, Kirsten Dunst, Josh Hartnett, Michael Paré",97,"American Zoetrope, Eternity Pictures, Muse Productions, Virgin Suicides LLC"
3557,Jennifer 8 (1992),Thriller,Bruce Robinson,"Andy Garcia, Lance Henriksen, Uma Thurman, Graham Beckel, Kathy Baker",124,Paramount Pictures
3558,"Law, The (Le Legge) (1958)",Drama,John Sturges,"Robert Taylor, Richard Widmark, Patricia Owens, Robert Middleton, Henry Silva",86,Metro-Goldwyn-Mayer (MGM)
3559,Limelight (1952),Drama,Charles Chaplin,"Charles Chaplin, Claire Bloom, Nigel Bruce, Buster Keaton, Sydney Chaplin",137,Charles Chaplin Productions
3560,Phantom Love (Ai No Borei) (1978),Drama,Nagisa Ôshima,"Tatsuya Fuji, Kazuko Yoshiyuki, Takahiro Tamura, Takuzô Kawatani, Akiko Koyama",105,"Argos Films, Oshima Productions, Toho-Towa"
3561,Stacy's Knights (1982),Drama,Jim Wilson,"Andra Millian, Kevin Costner, Eve Lilith, Mike Reynolds, Garth Pillsbury",100,"Crown International Pictures, American Twist"
3562,Committed (2000),Comedy|Drama,Lisa Krueger,"Heather Graham, Casey Affleck, Luke Wilson, Goran Visnjic, Patricia Velasquez",98,Miramax
3563,"Crow: Salvation, The (2000)",Action|Horror,Bharat Nalluri,"Kirsten Dunst, William Atherton, Debbie Fan, Eric Mabius, Grant Shaud",102,"Fallen Bird Productions Inc., IMF Internationale Medien und Film GmbH & Co. Produktions KG, Image Comics, Jeff Most Productions, Pacifica Film Distribution, Pressman Film"
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children's|Comedy,Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins",90,"Universal Pictures, Amblin Entertainment, Hanna-Barbera Productions"
3565,Where the Heart Is (2000),Comedy|Drama,Matt Williams,"Natalie Portman, Ashley Judd, Stockard Channing, Joan Cusack, James Frain",120,"Twentieth Century Fox, Wind Dancer Productions"
3566,"Big Kahuna, The (2000)",Comedy|Drama,John Swanbeck,"Kevin Spacey, Danny DeVito, Peter Facinelli, Paul Dawson, Christopher Donahue",90,"Franchise Pictures, Trigger Street Productions"
3567,Bossa Nova (1999),Comedy,Bruno Barreto,"Amy Irving, Antônio Fagundes, Alexandre Borges, Débora Bloch, Drica Moraes",95,"Columbia Pictures Television, Columbia TriStar Comercio Internacional (Madeira) Ltda., Filmes do Equador, Globo Filmes, Luiz Carlos Barreto Produções Cinematográficas, Sony Corporation of America"
3568,Smiling Fish and Goat on Fire (1999),Drama,Kevin Jordan,"Derick Martini, Amy Hathaway, Steven Martini, Heather Moudy, Wesley Thompson",90,"One Sock Productions, Parabellum Productions, Red Horse Films, Smiling Fish and Goat on Fire LLC, Uniquexposure Films"
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,Lars von Trier,"Bodil Jørgensen, Jens Albinus, Anne Louise Hassing, Troels Lyby, Nikolaj Lie Kaas",117,"Zentropa Entertainments, Danmarks Radio (DR), Liberator Productions, La Sept Cinéma, Argus Film Produktie, Vrijzinnig Protestantse Radio Omroep (VPRO), ZDF/Arte, Nordisk Film & TV-Fond, CoBo Fonds, SVT Drama, Canal+, Rai Cinemafiction, 3 Emme Cinematografica"
3570,"Last September, The (1999)",Drama,Deborah Warner,"Michael Gambon, Tom Hickey, Keeley Hawes, David Tennant, Richard Roxburgh",103,"Matrix Films, Scala Thunder, Bord Scannán na hÉireann / The Irish Film Board, Raidió Teilifís Éireann, British Sky Broadcasting, British Screen Productions, IMA Productions, Canal+"
3571,Time Code (2000),Drama,Mike Figgis,"Xander Berkeley, Golden Brooks, Saffron Burrows, Viveka Davis, Richard Edson",97,"Screen Gems, Red Mullet Productions"
3572,Carnosaur (1993),Horror|Sci-Fi,"Adam Simon, Darren Patrick Moloney","Diane Ladd, Raphael Sbarge, Jennifer Runyon, Harrison Page, Ned Bellamy",83,New Horizons Picture
3573,Carnosaur 2 (1995),Horror|Sci-Fi,Louis Morneau,"John Savage, Cliff De Young, Don Stroud, Rick Dean, Ryan Thomas Johnson",83,"Concorde-New Horizons, New Horizons Picture"
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,Jonathan Winfrey,"Rob Camilletti, Stephen Lee, Cyril O'Reilly, Scott Valentine, Rodger Halston",85,Concorde-New Horizons
3575,Defying Gravity (1997),Drama,John Keitel,"Daniel Chilson, Niklaus Lange, Don Handfield, Linna Carter, Seabass Diamond",92,Boom Pictures Inc.
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,Jack Sholder,"Kyle MacLachlan, Michael Nouri, Claudia Christian, Clarence Felder, Clu Gulager",97,"New Line Cinema, Heron Communications, Mega Entertainment"
3577,Two Moon Juction (1988),Drama,Zalman King,"Sherilyn Fenn, Richard Tyson, Louise Fletcher, Burl Ives, Kristy McNichol",104,"DDM Film Corporation, Lorimar Motion Pictures, Planet Productions"
3578,Gladiator (2000),Action|Drama,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris",155,"Dreamworks Pictures, Universal Pictures, Scott Free Productions, Mill Film, C & L, Dawliz"
3579,I Dreamed of Africa (2000),Drama,Hugh Hudson,"Kim Basinger, Vincent Perez, Liam Aiken, Garrett Strommen, Eva Marie Saint",114,"Columbia Pictures, Global Entertainment Productions GmbH & Company Medien KG, Jaffilms"
3580,Up at the Villa (2000),Drama,Philip Haas,"Kristin Scott Thomas, Sean Penn, Anne Bancroft, James Fox, Jeremy Davies",115,"October Films, Intermedia Films, Mirage Enterprises"
3581,Human Traffic (1999),Drama,Justin Kerrigan,"John Simm, Lorraine Pilkington, Shaun Parkes, Nicola Reynolds, Danny Dyer",99,"Fruit Salad Films, Bord Scannán na hÉireann / The Irish Film Board"
3582,"Jails, Hospitals & Hip-Hop (2000)",Drama,"Mark Benjamin, Danny Hoch","Danny Hoch, Lynn Schlansky Hoch, Gina Brooke, Pablo Herrera, Jeff Peters",90,"JHH Pictures, Kicked Down Productions"
3583,Black Tights (Les Collants Noirs) (1960),Drama,Terence Young,"Maurice Chevalier, Les Ballets de Paris, Zizi Jeanmaire, Dirk Sanders, Bertie Eckhrat",140,Grandes Productions Cinématographiques
